pa_name,clip,PA,N,S,R,F,dataset
exploring_cairo.wav_318,exploring_cairo,49.81,36.95,1.42,0.76,0.42,teste
exploring_cairo.wav_319,exploring_cairo,26.53,20.57,1.55,0.24,0.71,teste
exploring_cairo.wav_320,exploring_cairo,46.94,38.92,1.46,0.15,0.59,teste
exploring_cairo.wav_321,exploring_cairo,40.07,31.04,1.13,0.11,0.53,teste
exploring_cairo.wav_322,exploring_cairo,29.95,24.11,1.13,0.08,0.03,teste
exploring_cairo.wav_323,exploring_cairo,45.1,32.64,1.07,0.42,0.59,teste
exploring_cairo.wav_324,exploring_cairo,27.16,23.18,1.4,0.18,0.17,teste
exploring_cairo.wav_325,exploring_cairo,30.32,22.78,1.13,0.44,0.26,teste
exploring_cairo.wav_326,exploring_cairo,35.3,26.83,1.22,0.51,0.25,teste
exploring_cairo.wav_327,exploring_cairo,38.34,29.66,1.18,0.32,0.33,teste
exploring_cairo.wav_328,exploring_cairo,28.17,20.83,1.16,0.35,0.55,teste
exploring_cairo.wav_329,exploring_cairo,44.73,33.56,1.4,0.15,1.18,teste
exploring_cairo.wav_330,exploring_cairo,41.0,34.22,1.51,0.2,0.51,teste
exploring_cairo.wav_331,exploring_cairo,33.89,26.32,1.08,0.32,0.02,teste
exploring_cairo.wav_332,exploring_cairo,51.08,38.3,1.15,0.16,0.84,teste
exploring_cairo.wav_333,exploring_cairo,36.89,30.24,1.36,0.2,0.4,teste
exploring_cairo.wav_334,exploring_cairo,44.62,37.23,1.3,0.19,0.0,teste
exploring_cairo.wav_335,exploring_cairo,32.61,27.53,1.3,0.16,0.01,teste
exploring_cairo.wav_336,exploring_cairo,44.03,33.62,1.2,0.15,0.76,teste
exploring_cairo.wav_337,exploring_cairo,42.72,33.31,1.16,0.15,0.46,teste
exploring_cairo.wav_338,exploring_cairo,32.82,25.55,1.3,0.6,0.05,teste
exploring_cairo.wav_339,exploring_cairo,37.64,30.76,1.22,0.05,0.24,teste
exploring_cairo.wav_340,exploring_cairo,47.79,39.67,1.31,0.09,0.28,teste
exploring_cairo.wav_341,exploring_cairo,38.33,27.09,1.29,0.88,0.28,teste
exploring_cairo.wav_342,exploring_cairo,47.12,38.18,1.27,0.16,0.35,teste
exploring_cairo.wav_343,exploring_cairo,43.42,34.7,1.27,0.05,0.66,teste
exploring_cairo.wav_344,exploring_cairo,36.73,29.98,1.43,0.31,0.36,teste
exploring_cairo.wav_345,exploring_cairo,37.0,30.09,1.38,0.06,0.69,teste
exploring_cairo.wav_346,exploring_cairo,34.61,28.05,1.4,0.14,0.61,teste
exploring_cairo.wav_347,exploring_cairo,43.56,31.34,1.3,0.44,0.92,teste
exploring_cairo.wav_348,exploring_cairo,49.8,40.64,1.34,0.28,0.31,teste
exploring_cairo.wav_349,exploring_cairo,47.38,39.5,1.52,0.2,0.56,teste
exploring_cairo.wav_350,exploring_cairo,32.99,25.21,1.4,0.52,0.37,teste
exploring_cairo.wav_351,exploring_cairo,45.79,36.08,1.29,0.06,0.83,teste
exploring_cairo.wav_352,exploring_cairo,43.25,34.88,1.41,0.19,0.63,teste
exploring_cairo.wav_353,exploring_cairo,33.03,19.68,1.86,0.7,1.5,teste
exploring_cairo.wav_354,exploring_cairo,0.0,0.0,0.0,0.0,0.0,teste
exploring_cairo.wav_355,exploring_cairo,41.1,31.65,1.29,0.33,0.57,teste
exploring_cairo.wav_356,exploring_cairo,39.22,30.39,1.56,0.1,1.11,teste
exploring_cairo.wav_357,exploring_cairo,41.21,32.41,1.41,0.13,0.88,teste
exploring_cairo.wav_358,exploring_cairo,41.5,34.69,1.41,0.27,0.24,teste
exploring_cairo.wav_359,exploring_cairo,49.9,36.26,1.34,0.09,1.48,teste
exploring_cairo.wav_360,exploring_cairo,30.62,24.82,1.25,0.33,0.04,teste
exploring_cairo.wav_361,exploring_cairo,29.23,19.73,1.31,0.41,1.1,teste
exploring_cairo.wav_362,exploring_cairo,39.47,32.06,1.26,0.3,0.07,teste
exploring_cairo.wav_363,exploring_cairo,42.89,32.26,1.01,0.05,0.54,teste
exploring_cairo.wav_364,exploring_cairo,39.44,31.31,1.17,0.13,0.31,teste
exploring_cairo.wav_365,exploring_cairo,50.78,37.27,1.05,0.27,0.62,teste
exploring_cairo.wav_366,exploring_cairo,28.58,22.45,1.05,0.14,0.04,teste
exploring_cairo.wav_367,exploring_cairo,52.5,35.6,1.17,0.1,1.82,teste
exploring_cairo.wav_368,exploring_cairo,50.66,34.59,1.06,0.65,0.76,teste
exploring_cairo.wav_369,exploring_cairo,32.74,24.24,1.0,0.5,0.07,teste
exploring_cairo.wav_370,exploring_cairo,52.89,41.72,1.23,0.13,0.56,teste
exploring_cairo.wav_371,exploring_cairo,31.64,23.66,1.24,0.56,0.29,teste
exploring_cairo.wav_372,exploring_cairo,52.65,42.38,1.34,0.07,0.76,teste
exploring_cairo.wav_373,exploring_cairo,29.94,25.7,1.36,0.19,0.01,teste
exploring_cairo.wav_374,exploring_cairo,47.2,37.93,1.35,0.37,0.32,teste
exploring_cairo.wav_375,exploring_cairo,38.34,29.38,1.17,0.57,0.03,teste
exploring_cairo.wav_376,exploring_cairo,42.15,30.53,1.08,0.79,0.03,teste
exploring_cairo.wav_377,exploring_cairo,39.05,29.7,1.16,0.62,0.0,teste
exploring_cairo.wav_378,exploring_cairo,42.17,32.96,1.2,0.52,0.0,teste
exploring_cairo.wav_379,exploring_cairo,35.0,28.76,1.23,0.19,0.02,teste
exploring_cairo.wav_380,exploring_cairo,39.56,31.75,1.29,0.47,0.02,teste
exploring_cairo.wav_381,exploring_cairo,44.28,35.0,1.16,0.17,0.23,teste
exploring_cairo.wav_382,exploring_cairo,44.2,33.89,1.18,0.44,0.25,teste
exploring_cairo.wav_383,exploring_cairo,45.88,36.4,1.24,0.21,0.42,teste
exploring_cairo.wav_384,exploring_cairo,42.54,34.73,1.21,0.11,0.03,teste
exploring_cairo.wav_385,exploring_cairo,48.07,34.93,1.25,0.08,1.37,teste
exploring_cairo.wav_386,exploring_cairo,32.9,22.58,1.18,0.4,1.01,teste
exploring_cairo.wav_387,exploring_cairo,46.36,37.78,1.33,0.14,0.49,teste
exploring_cairo.wav_388,exploring_cairo,34.42,26.16,1.21,0.35,0.47,teste
exploring_cairo.wav_389,exploring_cairo,29.63,23.86,1.3,0.35,0.17,teste
exploring_cairo.wav_390,exploring_cairo,48.78,37.3,1.25,0.44,0.44,teste
exploring_cairo.wav_391,exploring_cairo,38.98,31.12,1.59,0.23,0.76,teste
exploring_cairo.wav_392,exploring_cairo,48.91,37.24,1.26,0.16,0.91,teste
exploring_cairo.wav_393,exploring_cairo,26.43,21.43,1.18,0.24,0.02,teste
exploring_cairo.wav_394,exploring_cairo,46.12,36.12,1.27,0.12,0.75,teste
exploring_cairo.wav_395,exploring_cairo,44.22,32.31,1.19,0.24,0.97,teste
exploring_cairo.wav_396,exploring_cairo,45.52,32.98,1.3,0.46,0.87,teste
exploring_cairo.wav_397,exploring_cairo,34.65,26.94,1.17,0.49,0.01,teste
exploring_cairo.wav_398,exploring_cairo,44.96,35.93,1.22,0.08,0.47,teste
exploring_cairo.wav_399,exploring_cairo,44.14,35.92,1.3,0.05,0.57,teste
exploring_cairo.wav_400,exploring_cairo,40.25,32.57,1.22,0.14,0.22,teste
exploring_cairo.wav_401,exploring_cairo,29.83,23.63,1.17,0.07,0.46,teste
exploring_cairo.wav_402,exploring_cairo,34.1,27.75,1.19,0.17,0.02,teste
exploring_cairo.wav_403,exploring_cairo,50.69,40.5,1.22,0.21,0.26,teste
exploring_cairo.wav_404,exploring_cairo,24.97,20.56,1.21,0.2,0.01,teste
exploring_cairo.wav_405,exploring_cairo,44.54,33.34,1.19,0.11,0.98,teste
exploring_cairo.wav_406,exploring_cairo,43.97,32.59,1.08,0.5,0.24,teste
exploring_cairo.wav_407,exploring_cairo,33.74,25.08,1.01,0.33,0.3,teste
exploring_cairo.wav_408,exploring_cairo,48.57,36.6,1.23,0.18,0.91,teste
exploring_cairo.wav_409,exploring_cairo,37.27,31.29,1.43,0.29,0.2,teste
exploring_cairo.wav_410,exploring_cairo,31.02,26.54,1.36,0.1,0.15,teste
exploring_cairo.wav_411,exploring_cairo,42.63,35.38,1.27,0.02,0.17,teste
exploring_cairo.wav_412,exploring_cairo,43.67,37.74,1.4,0.06,0.19,teste
exploring_cairo.wav_413,exploring_cairo,45.39,37.73,1.3,0.11,0.19,teste
exploring_cairo.wav_414,exploring_cairo,54.15,39.47,1.37,0.26,1.29,teste
exploring_cairo.wav_415,exploring_cairo,43.71,35.01,1.31,0.46,0.11,teste
exploring_cairo.wav_416,exploring_cairo,31.45,25.39,1.26,0.32,0.12,teste
exploring_cairo.wav_417,exploring_cairo,46.95,37.83,1.26,0.1,0.48,teste
exploring_cairo.wav_418,exploring_cairo,43.81,36.07,1.35,0.14,0.45,teste
exploring_cairo.wav_419,exploring_cairo,44.52,35.67,1.24,0.17,0.37,teste
exploring_cairo.wav_420,exploring_cairo,29.04,24.43,1.3,0.13,0.11,teste
exploring_cairo.wav_421,exploring_cairo,45.64,34.3,1.33,0.24,0.97,teste
exploring_cairo.wav_422,exploring_cairo,45.58,35.09,1.22,0.08,0.85,teste
exploring_cairo.wav_423,exploring_cairo,42.48,31.22,1.34,0.4,0.85,teste
exploring_cairo.wav_424,exploring_cairo,50.42,31.02,1.65,0.54,2.02,teste
exploring_cairo.wav_425,exploring_cairo,40.57,28.6,1.26,0.8,0.42,teste
exploring_cairo.wav_426,exploring_cairo,38.19,30.54,1.26,0.22,0.36,teste
exploring_cairo.wav_427,exploring_cairo,48.31,38.76,1.35,0.11,0.72,teste
exploring_cairo.wav_428,exploring_cairo,47.16,36.12,1.22,0.13,0.83,teste
exploring_cairo.wav_429,exploring_cairo,40.95,29.11,1.25,0.54,0.76,teste
exploring_cairo.wav_430,exploring_cairo,28.61,17.02,1.25,0.29,1.9,teste
exploring_cairo.wav_431,exploring_cairo,51.86,41.18,1.26,0.14,0.57,teste
exploring_cairo.wav_432,exploring_cairo,27.87,23.08,1.38,0.22,0.29,teste
exploring_cairo.wav_433,exploring_cairo,44.24,34.34,1.15,0.33,0.19,teste
exploring_cairo.wav_434,exploring_cairo,41.63,32.43,1.19,0.24,0.42,teste
exploring_cairo.wav_435,exploring_cairo,45.22,36.85,1.29,0.17,0.35,teste
exploring_cairo.wav_436,exploring_cairo,34.03,25.28,1.5,0.41,0.77,teste
exploring_cairo.wav_437,exploring_cairo,43.99,34.96,1.29,0.1,0.67,teste
exploring_cairo.wav_438,exploring_cairo,37.51,32.02,1.38,0.08,0.27,teste
exploring_cairo.wav_439,exploring_cairo,31.19,23.22,1.12,0.27,0.58,teste
exploring_cairo.wav_440,exploring_cairo,33.41,26.88,1.3,0.47,0.0,teste
exploring_cairo.wav_441,exploring_cairo,39.43,29.62,1.14,0.41,0.37,teste
exploring_cairo.wav_442,exploring_cairo,32.41,23.11,1.23,0.35,0.89,teste
exploring_cairo.wav_443,exploring_cairo,41.88,30.33,1.12,0.4,0.68,teste
exploring_cairo.wav_444,exploring_cairo,26.08,21.33,1.28,0.34,0.01,teste
exploring_cairo.wav_445,exploring_cairo,45.35,33.77,1.14,0.24,0.74,teste
exploring_cairo.wav_446,exploring_cairo,38.49,28.71,1.34,0.07,1.2,teste
exploring_cairo.wav_447,exploring_cairo,39.95,26.92,1.36,0.08,1.84,teste
exploring_cairo.wav_448,exploring_cairo,46.64,35.85,1.28,0.12,0.93,teste
exploring_cairo.wav_449,exploring_cairo,46.24,36.59,1.24,0.1,0.59,teste
exploring_cairo.wav_450,exploring_cairo,25.37,18.6,1.14,0.33,0.57,teste
exploring_cairo.wav_451,exploring_cairo,47.63,36.28,1.25,0.17,0.88,teste
exploring_cairo.wav_452,exploring_cairo,33.15,23.23,1.61,0.37,1.16,teste
exploring_cairo.wav_453,exploring_cairo,48.39,36.44,1.24,0.09,1.07,teste
exploring_cairo.wav_454,exploring_cairo,35.19,26.42,1.14,0.58,0.11,teste
exploring_cairo.wav_455,exploring_cairo,38.08,31.16,1.31,0.27,0.2,teste
exploring_cairo.wav_456,exploring_cairo,30.39,22.27,1.15,0.37,0.58,teste
exploring_cairo.wav_457,exploring_cairo,43.64,33.9,1.23,0.08,0.78,teste
exploring_cairo.wav_458,exploring_cairo,25.32,20.17,1.23,0.43,0.01,teste
exploring_cairo.wav_459,exploring_cairo,46.63,34.23,1.27,0.5,0.68,teste
exploring_cairo.wav_460,exploring_cairo,43.77,31.86,1.2,0.31,0.9,teste
exploring_cairo.wav_461,exploring_cairo,26.66,21.38,1.25,0.4,0.03,teste
exploring_cairo.wav_462,exploring_cairo,45.73,34.92,1.18,0.22,0.63,teste
exploring_cairo.wav_463,exploring_cairo,33.53,25.59,1.18,0.43,0.28,teste
exploring_cairo.wav_464,exploring_cairo,28.9,18.05,1.37,0.41,1.52,teste
exploring_cairo.wav_465,exploring_cairo,43.38,33.29,1.3,0.36,0.59,teste
exploring_cairo.wav_466,exploring_cairo,43.59,27.36,1.17,0.13,2.16,teste
exploring_cairo.wav_467,exploring_cairo,31.06,23.52,1.11,0.45,0.18,teste
exploring_cairo.wav_468,exploring_cairo,47.71,37.13,1.16,0.13,0.49,teste
exploring_cairo.wav_469,exploring_cairo,46.28,35.69,1.2,0.05,0.84,teste
exploring_cairo.wav_470,exploring_cairo,47.97,33.96,1.3,0.34,1.23,teste
exploring_cairo.wav_471,exploring_cairo,29.95,21.96,1.09,0.27,0.65,teste
exploring_cairo.wav_472,exploring_cairo,41.19,31.65,1.06,0.09,0.38,teste
exploring_cairo.wav_473,exploring_cairo,42.52,33.19,1.26,0.11,0.75,teste
exploring_cairo.wav_474,exploring_cairo,44.25,28.75,1.11,0.32,1.6,teste
exploring_cairo.wav_475,exploring_cairo,33.6,24.11,1.3,0.44,0.79,teste
exploring_cairo.wav_476,exploring_cairo,49.28,33.74,1.29,0.52,1.19,teste
exploring_cairo.wav_477,exploring_cairo,31.3,21.71,1.28,0.37,1.03,teste
exploring_cairo.wav_478,exploring_cairo,28.57,22.72,1.24,0.34,0.17,teste
exploring_cairo.wav_479,exploring_cairo,47.39,37.55,1.25,0.11,0.6,teste
exploring_cairo.wav_480,exploring_cairo,32.15,24.38,1.13,0.1,0.72,teste
exploring_cairo.wav_481,exploring_cairo,47.56,32.52,1.2,0.16,1.63,teste
exploring_cairo.wav_482,exploring_cairo,44.42,35.95,1.27,0.1,0.46,teste
exploring_cairo.wav_483,exploring_cairo,47.83,38.01,1.21,0.27,0.2,teste
exploring_cairo.wav_484,exploring_cairo,47.01,36.56,1.32,0.05,1.0,teste
exploring_cairo.wav_485,exploring_cairo,32.23,23.33,1.18,0.63,0.33,teste
exploring_cairo.wav_486,exploring_cairo,27.48,18.08,1.16,0.56,0.9,teste
exploring_cairo.wav_487,exploring_cairo,47.44,34.45,1.16,0.21,1.04,teste
exploring_cairo.wav_488,exploring_cairo,26.64,19.38,1.45,0.33,0.85,teste
exploring_cairo.wav_489,exploring_cairo,49.18,33.37,1.58,0.76,1.05,teste
exploring_cairo.wav_490,exploring_cairo,23.35,18.1,1.11,0.36,0.1,teste
exploring_cairo.wav_491,exploring_cairo,44.0,31.98,1.17,0.12,1.17,teste
exploring_cairo.wav_492,exploring_cairo,43.3,31.53,1.31,0.52,0.73,teste
exploring_cairo.wav_493,exploring_cairo,35.96,25.09,1.07,0.14,1.23,teste
exploring_cairo.wav_494,exploring_cairo,34.82,23.98,1.16,0.49,0.86,teste
exploring_cairo.wav_495,exploring_cairo,38.0,29.44,1.13,0.3,0.23,teste
exploring_cairo.wav_496,exploring_cairo,46.74,29.09,1.12,0.24,2.07,teste
exploring_cairo.wav_497,exploring_cairo,33.65,24.67,1.01,0.47,0.23,teste
exploring_cairo.wav_498,exploring_cairo,55.45,38.14,1.12,0.15,1.6,teste
exploring_cairo.wav_499,exploring_cairo,34.58,24.18,0.95,0.23,0.89,teste
exploring_cairo.wav_500,exploring_cairo,41.16,31.68,1.18,0.22,0.54,teste
exploring_cairo.wav_501,exploring_cairo,28.03,22.48,1.31,0.33,0.22,teste
exploring_cairo.wav_502,exploring_cairo,39.81,29.27,1.19,0.12,1.07,teste
exploring_cairo.wav_503,exploring_cairo,41.67,33.72,1.43,0.28,0.5,teste
exploring_cairo.wav_504,exploring_cairo,22.37,17.19,1.11,0.46,0.0,teste
exploring_cairo.wav_505,exploring_cairo,37.78,28.02,1.19,0.11,1.01,teste
exploring_cairo.wav_506,exploring_cairo,44.5,34.45,1.21,0.31,0.41,teste
exploring_cairo.wav_507,exploring_cairo,35.61,26.82,1.07,0.4,0.21,teste
exploring_cairo.wav_508,exploring_cairo,32.03,22.56,1.08,0.29,0.9,teste
exploring_cairo.wav_509,exploring_cairo,39.11,28.39,1.18,0.27,0.92,teste
exploring_cairo.wav_510,exploring_cairo,44.95,34.39,1.19,0.23,0.62,teste
exploring_cairo.wav_511,exploring_cairo,41.8,34.85,1.32,0.2,0.12,teste
exploring_cairo.wav_512,exploring_cairo,34.52,28.1,1.19,0.08,0.11,teste
exploring_cairo.wav_513,exploring_cairo,45.96,34.54,1.05,0.03,0.72,teste
exploring_cairo.wav_514,exploring_cairo,37.83,29.33,1.16,0.44,0.09,teste
exploring_cairo.wav_515,exploring_cairo,42.78,32.98,1.24,0.07,0.87,teste
exploring_cairo.wav_516,exploring_cairo,44.05,35.21,1.21,0.15,0.33,teste
exploring_cairo.wav_517,exploring_cairo,46.2,35.46,1.09,0.16,0.37,teste
exploring_cairo.wav_518,exploring_cairo,43.38,32.89,1.18,0.54,0.2,teste
exploring_cairo.wav_519,exploring_cairo,48.62,36.36,1.23,0.3,0.79,teste
exploring_cairo.wav_520,exploring_cairo,25.05,19.98,1.24,0.42,0.01,teste
exploring_cairo.wav_521,exploring_cairo,46.79,35.48,1.15,0.05,0.88,teste
exploring_cairo.wav_522,exploring_cairo,30.31,22.97,1.47,0.38,0.64,teste
exploring_cairo.wav_523,exploring_cairo,43.73,35.8,1.26,0.12,0.25,teste
exploring_cairo.wav_524,exploring_cairo,45.98,35.2,1.2,0.25,0.61,teste
exploring_cairo.wav_525,exploring_cairo,33.02,25.67,1.29,0.32,0.45,teste
exploring_cairo.wav_526,exploring_cairo,29.75,23.11,1.25,0.57,0.01,teste
exploring_cairo.wav_527,exploring_cairo,43.12,25.79,1.23,0.58,1.82,teste
exploring_cairo.wav_528,exploring_cairo,47.98,37.25,1.23,0.08,0.81,teste
exploring_cairo.wav_529,exploring_cairo,46.12,34.49,1.33,0.17,1.12,teste
exploring_cairo.wav_530,exploring_cairo,43.23,36.88,1.38,0.1,0.21,teste
exploring_cairo.wav_531,exploring_cairo,40.76,29.4,1.24,0.31,0.99,teste
exploring_cairo.wav_532,exploring_cairo,43.43,36.15,1.37,0.32,0.11,teste
exploring_cairo.wav_533,exploring_cairo,45.98,37.03,1.26,0.13,0.43,teste
exploring_cairo.wav_534,exploring_cairo,46.2,37.78,1.4,0.42,0.19,teste
exploring_cairo.wav_535,exploring_cairo,47.38,34.94,1.28,0.35,0.9,teste
exploring_cairo.wav_536,exploring_cairo,48.79,32.96,1.27,0.52,1.25,teste
exploring_cairo.wav_537,exploring_cairo,36.82,30.17,1.33,0.27,0.23,teste
exploring_cairo.wav_538,exploring_cairo,46.91,32.52,1.18,0.41,1.12,teste
exploring_cairo.wav_539,exploring_cairo,48.4,32.59,1.23,0.31,1.55,teste
exploring_cairo.wav_540,exploring_cairo,43.37,30.82,1.27,0.39,1.04,teste
exploring_cairo.wav_541,exploring_cairo,54.64,32.57,1.18,0.93,1.55,teste
exploring_cairo.wav_542,exploring_cairo,37.48,28.07,1.08,0.36,0.35,teste
exploring_cairo.wav_543,exploring_cairo,31.15,24.39,1.19,0.37,0.16,teste
exploring_cairo.wav_544,exploring_cairo,55.05,33.64,1.33,0.28,2.45,teste
exploring_cairo.wav_545,exploring_cairo,43.71,31.93,1.29,0.1,1.31,teste
exploring_cairo.wav_546,exploring_cairo,37.96,24.19,1.14,0.58,1.26,teste
exploring_cairo.wav_547,exploring_cairo,45.54,34.35,1.14,0.28,0.57,teste
exploring_cairo.wav_548,exploring_cairo,34.4,26.24,1.28,0.42,0.43,teste
exploring_cairo.wav_549,exploring_cairo,32.69,25.9,1.17,0.37,0.0,teste
exploring_cairo.wav_550,exploring_cairo,33.35,24.17,1.04,0.46,0.39,teste
exploring_cairo.wav_551,exploring_cairo,32.87,24.07,1.01,0.44,0.3,teste
exploring_cairo.wav_552,exploring_cairo,36.15,27.3,1.08,0.53,0.01,teste
exploring_cairo.wav_553,exploring_cairo,30.94,23.77,1.02,0.3,0.0,teste
exploring_cairo.wav_554,exploring_cairo,31.63,23.21,0.88,0.4,0.01,teste
exploring_cairo.wav_555,exploring_cairo,28.22,20.72,0.87,0.39,0.03,teste
exploring_cairo.wav_556,exploring_cairo,28.85,22.12,1.01,0.33,0.01,teste
exploring_cairo.wav_557,exploring_cairo,43.11,33.33,1.35,0.23,0.78,teste
exploring_cairo.wav_558,exploring_cairo,31.91,25.96,1.29,0.4,0.0,teste
exploring_cairo.wav_559,exploring_cairo,33.39,26.88,1.17,0.24,0.0,teste
exploring_cairo.wav_560,exploring_cairo,35.54,28.82,1.2,0.22,0.0,teste
exploring_cairo.wav_561,exploring_cairo,36.78,29.68,1.19,0.24,0.0,teste
exploring_cairo.wav_562,exploring_cairo,41.78,35.07,1.32,0.21,0.01,teste
exploring_cairo.wav_563,exploring_cairo,39.95,32.07,1.21,0.32,0.01,teste
exploring_cairo.wav_564,exploring_cairo,36.27,28.36,1.09,0.29,0.0,teste
exploring_cairo.wav_565,exploring_cairo,31.86,22.66,1.08,0.75,0.14,teste
exploring_cairo.wav_566,exploring_cairo,43.45,33.44,1.05,0.12,0.2,teste
exploring_cairo.wav_567,exploring_cairo,52.68,36.44,1.02,0.08,1.45,teste
exploring_cairo.wav_568,exploring_cairo,45.85,37.31,1.25,0.07,0.33,teste
exploring_cairo.wav_569,exploring_cairo,53.57,35.85,1.1,0.42,1.36,teste
exploring_cairo.wav_570,exploring_cairo,51.61,42.22,1.42,0.08,0.75,teste
exploring_cairo.wav_571,exploring_cairo,55.12,36.37,1.26,0.9,0.93,teste
exploring_cairo.wav_572,exploring_cairo,37.72,25.4,1.18,0.5,1.06,teste
exploring_cairo.wav_573,exploring_cairo,28.32,23.08,1.29,0.38,0.02,teste
exploring_cairo.wav_574,exploring_cairo,38.71,27.75,1.17,0.28,0.97,teste
exploring_cairo.wav_575,exploring_cairo,29.64,22.89,1.31,0.39,0.39,teste
exploring_cairo.wav_576,exploring_cairo,34.96,23.07,1.24,0.48,1.2,teste
exploring_cairo.wav_577,exploring_cairo,40.96,32.41,1.59,0.21,0.87,teste
exploring_cairo.wav_578,exploring_cairo,45.31,29.94,1.16,0.29,1.6,teste
exploring_cairo.wav_579,exploring_cairo,42.87,35.31,1.31,0.12,0.36,teste
exploring_cairo.wav_580,exploring_cairo,41.87,33.35,1.15,0.09,0.19,teste
exploring_cairo.wav_581,exploring_cairo,41.77,29.59,1.13,0.06,1.37,teste
exploring_cairo.wav_582,exploring_cairo,47.37,38.28,1.49,0.2,0.73,teste
exploring_cairo.wav_583,exploring_cairo,47.9,36.67,1.31,0.2,0.89,teste
exploring_cairo.wav_584,exploring_cairo,36.61,27.24,1.13,0.32,0.56,teste
exploring_cairo.wav_585,exploring_cairo,43.48,33.49,1.27,0.12,0.87,teste
exploring_cairo.wav_586,exploring_cairo,43.18,31.55,1.13,0.13,1.04,teste
exploring_cairo.wav_587,exploring_cairo,50.11,37.05,1.41,0.54,0.75,teste
exploring_cairo.wav_588,exploring_cairo,48.79,33.61,1.14,0.45,1.09,teste
exploring_cairo.wav_589,exploring_cairo,40.67,29.18,1.2,0.11,1.28,teste
exploring_cairo.wav_590,exploring_cairo,43.84,27.05,1.22,0.44,1.85,teste
exploring_cairo.wav_591,exploring_cairo,43.35,30.29,1.28,0.32,1.27,teste
exploring_cairo.wav_592,exploring_cairo,35.17,22.65,1.1,0.47,1.27,teste
exploring_cairo.wav_593,exploring_cairo,48.2,33.85,1.35,0.68,0.81,teste
exploring_cairo.wav_594,exploring_cairo,44.89,30.91,1.11,0.54,0.87,teste
exploring_cairo.wav_595,exploring_cairo,45.71,34.25,1.15,0.47,0.36,teste
exploring_cairo.wav_596,exploring_cairo,43.76,28.01,1.03,1.03,0.56,teste
exploring_cairo.wav_597,exploring_cairo,42.12,33.17,1.2,0.07,0.61,teste
exploring_cairo.wav_598,exploring_cairo,34.93,21.72,1.1,0.87,0.88,teste
exploring_cairo.wav_599,exploring_cairo,53.23,34.87,1.28,0.75,1.2,teste
exploring_cairo.wav_600,exploring_cairo,42.54,29.88,1.12,0.47,0.81,teste
exploring_cairo.wav_601,exploring_cairo,44.32,32.6,1.24,0.46,0.67,teste
exploring_cairo.wav_602,exploring_cairo,39.77,22.99,1.2,0.84,1.55,teste
exploring_cairo.wav_603,exploring_cairo,59.26,35.17,1.27,0.48,2.4,teste
exploring_cairo.wav_604,exploring_cairo,54.74,33.34,1.15,1.43,0.62,teste
exploring_cairo.wav_605,exploring_cairo,55.24,36.31,1.15,0.72,1.14,teste
exploring_cairo.wav_606,exploring_cairo,45.99,34.12,1.25,0.34,0.81,teste
exploring_cairo.wav_607,exploring_cairo,41.56,33.29,1.26,0.17,0.41,teste
exploring_cairo.wav_608,exploring_cairo,25.02,19.09,1.06,0.28,0.25,teste
exploring_cairo.wav_609,exploring_cairo,45.5,34.79,1.18,0.23,0.59,teste
exploring_cairo.wav_610,exploring_cairo,37.56,28.86,1.03,0.19,0.14,teste
exploring_cairo.wav_611,exploring_cairo,42.92,35.23,1.24,0.11,0.12,teste
exploring_cairo.wav_612,exploring_cairo,28.42,22.04,1.04,0.29,0.01,teste
exploring_cairo.wav_613,exploring_cairo,49.78,36.75,1.26,0.09,1.27,teste
exploring_cairo.wav_614,exploring_cairo,45.61,32.94,1.16,0.35,0.85,teste
exploring_cairo.wav_615,exploring_cairo,39.46,31.2,1.17,0.23,0.22,teste
exploring_cairo.wav_616,exploring_cairo,41.86,31.25,1.18,0.15,0.91,teste
exploring_cairo.wav_617,exploring_cairo,37.34,28.11,0.98,0.34,0.01,teste
exploring_cairo.wav_618,exploring_cairo,36.34,27.36,0.97,0.32,0.01,teste
exploring_cairo.wav_619,exploring_cairo,34.04,25.6,0.93,0.24,0.03,teste
exploring_cairo.wav_620,exploring_cairo,53.04,38.76,1.05,0.24,0.74,teste
exploring_cairo.wav_621,exploring_cairo,47.89,36.09,1.03,0.04,0.56,teste
exploring_cairo.wav_622,exploring_cairo,40.25,31.82,1.23,0.36,0.21,teste
exploring_cairo.wav_623,exploring_cairo,45.62,34.26,1.21,0.45,0.49,teste
exploring_cairo.wav_624,exploring_cairo,30.19,24.41,1.15,0.09,0.09,teste
exploring_cairo.wav_625,exploring_cairo,43.67,34.88,1.23,0.18,0.37,teste
exploring_cairo.wav_626,exploring_cairo,42.34,34.79,1.25,0.12,0.13,teste
exploring_cairo.wav_627,exploring_cairo,36.47,29.01,1.34,0.38,0.32,teste
exploring_cairo.wav_628,exploring_cairo,32.83,26.62,1.17,0.16,0.02,teste
exploring_cairo.wav_629,exploring_cairo,34.26,27.21,1.22,0.24,0.31,teste
exploring_cairo.wav_630,exploring_cairo,46.45,35.31,1.02,0.2,0.16,teste
exploring_cairo.wav_631,exploring_cairo,42.24,31.79,1.01,0.11,0.44,teste
exploring_cairo.wav_632,exploring_cairo,50.03,39.09,1.09,0.04,0.08,teste
exploring_cairo.wav_633,exploring_cairo,49.82,39.78,1.2,0.24,0.14,teste
exploring_cairo.wav_634,exploring_cairo,45.38,35.7,1.13,0.06,0.3,teste
